Player,Nation,Squad,Posición Principal,Posición Secundaria,League,Born,MP,Min,90s,Gls,Ast,G+A,G-PK,xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,xG+xAG,npxG/90,Sh,SoT,SoT%,SoT/90,G/Sh,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,GCA,GCA90,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_med,Att_med,Cmp%_med,Cmp_long,Att_long,Cmp%_long,xA,A-xAG,KP,pass_1/3,PPA,CrsPA,PrgP,FK_pass,BallThrough,Switch,Crs,CK_pass,Off,Blocks,Touches,touch_Def Pen,touch_Def 3rd,touch_Mid 3rd,touch_Att 3rd,touch_Att Pen,TO_Succ%,Carries,carries_TotDist,carries_PrgDist,PrgC,carries_1/3,CPA,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off/90,Tkl,TklW,tkl_Def 3rd,tkl_Mid 3rd,tkl_Att 3rd,Tkl/90,Tkl%,Blocks.1,Int,Tkl+Int,Clr,CrdY,CrdR,2CrdY,Fls,Fld,Off.1,PKwon,OG,Recov,Won,Lost,Won%
Maud Ferriere,FRA,AS Saint Etienne,FW,MF,Première Ligue - FRA,2007,3,21,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,116.0,0.0,7.0,9.0,77.8,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,0.0,5.0,8.0,1.0,0.0,0.0,3.0,6.0,4.0,0.0,0.0,0.0,10.0,0.0,7.0,1.3,0,0.0,0,3,7.0,5.0,0.0,1.0,0.0,1.0,4.29,3.09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
Louise Fleury,FRA,FC Nantes,DF,FW,Première Ligue - FRA,1997,18,1363,15.1,2,2,4,2,1.4,0.13,0.13,0.26,0.13,0.14,0.09,0.24,0.14,22,7,31.8,0.46,0.09,17.3,0.0,0,0,2.2,2.2,0.1,-0.2,-0.2,29.0,1.91,2.0,0.13,373.0,578.0,64.5,5989.0,2505.0,174.0,249.0,69.9,164.0,225.0,72.9,22.0,55.0,40.0,1.0,0.6,15.0,22.0,8.0,5.0,35.0,3.0,3.0,0.0,38,0.0,3.0,26.0,768.0,17.0,234.0,315.0,229.0,30.0,41.3,317.0,2493.0,1201.0,40.0,20.0,8.0,394.0,61.0,76.0,84.1,16,81.0,8,2,35.0,0.0,1.28,14.0,18.0,-4.0,-0.26,0.04,22.0,18,10.0,9.0,3.0,12.0,34.3,25.0,14,36.0,14.0,2,0,0,10,10,5,0.0,0,86.0,4.0,5.0,44.4
Airine Fontaine,FRA,FC Fleury 91,FW,MF,Première Ligue - FRA,2004,15,489,5.4,3,0,3,3,0.3,0.55,0.0,0.55,0.55,0.36,0.05,0.41,0.36,17,12,70.6,2.21,0.18,16.3,0.0,0,0,1.9,1.9,0.11,1.1,1.1,16.0,2.94,3.0,0.55,123.0,195.0,63.1,2116.0,637.0,61.0,81.0,75.3,43.0,65.0,66.2,16.0,26.0,61.5,0.6,-0.3,5.0,12.0,3.0,3.0,17.0,3.0,0.0,2.0,13,3.0,1.0,9.0,267.0,3.0,40.0,119.0,111.0,21.0,27.3,127.0,688.0,304.0,10.0,5.0,4.0,183.0,40.0,33.0,30.2,4,68.0,1,11,20.0,0.0,1.73,11.0,8.0,3.0,0.55,-0.31,9.0,8,2.0,4.0,3.0,6.0,60.0,5.0,7,16.0,5.0,1,0,0,7,8,3,0.0,0,32.0,3.0,2.0,60.0
Adélie Fourre,FRA,EA Guingamp,FW,None,Première Ligue - FRA,1997,8,273,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,4,0,0.0,0.0,0.0,20.4,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,4.0,1.32,0.0,0.0,55.0,82.0,67.1,802.0,151.0,34.0,43.0,79.1,17.0,26.0,65.4,2.0,5.0,40.0,0.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,0.0,2.0,0,0.0,0.0,4.0,112.0,5.0,18.0,76.0,22.0,4.0,66.7,59.0,297.0,65.0,3.0,3.0,1.0,78.0,18.0,34.0,16.9,4,54.0,0,4,14.0,3.0,0.0,0.0,12.0,-12.0,-3.96,-0.18,7.0,4,3.0,2.0,2.0,3.0,60.0,0.0,3,10.0,3.0,2,1,1,7,4,0,0.0,0,16.0,1.0,5.0,16.7
Emma Francart,FRA,FC Fleury 91,GK,None,Première Ligue - FRA,2004,1,90,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,27.0,55.6,472.0,385.0,0.0,0.0,0.0,7.0,8.0,87.5,8.0,19.0,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,18.0,96.0,75.0,0.0,0.0,0.0,15.0,0.0,90.0,5.6,1,90.0,1,0,0.0,15.0,0.0,2.0,6.0,-4.0,-4.0,-2.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,2,0,0.0,0,0.0,0.0,0.0,0.0
Eva Fremaux,FRA,FC Nantes,DF,None,Première Ligue - FRA,2002,2,120,1.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,67.0,84.0,79.8,1280.0,669.0,22.0,27.0,81.5,36.0,40.0,90.0,8.0,13.0,61.5,0.0,0.0,0.0,3.0,0.0,0.0,3.0,9.0,1.0,0.0,0,0.0,0.0,3.0,107.0,36.0,95.0,10.0,2.0,0.0,33.3,37.0,262.0,126.0,0.0,1.0,0.0,61.0,0.0,60.0,7.4,1,90.0,1,1,30.0,2.0,0.5,1.0,5.0,-4.0,-3.0,-2.07,5.0,5,4.0,1.0,0.0,3.0,100.0,0.0,2,7.0,12.0,2,0,0,3,1,0,0.0,0,5.0,1.0,0.0,100.0
Eva Gaetino,USA,Paris Saint-Germain,DF,None,Première Ligue - FRA,2002,13,678,7.5,0,1,1,0,0.1,0.0,0.13,0.13,0.0,0.02,0.02,0.03,0.02,2,0,0.0,0.0,0.0,20.7,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,7.0,0.93,0.0,0.0,470.0,566.0,83.0,9974.0,4189.0,107.0,130.0,82.3,301.0,327.0,92.0,61.0,107.0,57.0,0.2,0.9,3.0,44.0,4.0,1.0,37.0,4.0,2.0,4.0,3,1.0,1.0,0.0,629.0,66.0,370.0,241.0,20.0,2.0,0.0,335.0,1609.0,956.0,2.0,2.0,0.0,460.0,1.0,52.0,41.9,8,79.0,5,5,10.0,1.0,2.38,18.0,7.0,11.0,1.46,-0.51,13.0,8,9.0,3.0,1.0,6.0,54.5,1.0,8,21.0,30.0,0,0,0,4,0,0,0.0,0,41.0,11.0,1.0,91.7
Thaïs Gallais,FRA,Havre AC,FW,MF,Première Ligue - FRA,2008,4,120,1.3,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.19,0.05,0.24,0.19,2,1,50.0,0.75,0.0,14.6,0.0,0,0,0.3,0.3,0.13,-0.3,-0.3,1.0,0.75,0.0,0.0,18.0,30.0,60.0,312.0,34.0,8.0,12.0,66.7,7.0,10.0,70.0,2.0,5.0,40.0,0.0,-0.1,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1,0.0,0.0,1.0,49.0,0.0,2.0,29.0,19.0,7.0,40.0,17.0,123.0,50.0,2.0,2.0,1.0,32.0,10.0,30.0,7.4,1,72.0,0,3,16.0,1.0,0.75,3.0,2.0,1.0,0.75,0.11,1.0,1,0.0,0.0,1.0,1.0,50.0,3.0,0,1.0,0.0,0,0,0,2,0,1,0.0,0,6.0,3.0,5.0,37.5
Maëlle Garbino,FRA,Paris FC,FW,None,Première Ligue - FRA,1996,17,1011,11.2,7,2,9,7,1.7,0.62,0.18,0.8,0.62,0.28,0.15,0.43,0.28,30,12,40.0,1.07,0.23,16.1,0.0,0,0,3.1,3.1,0.1,3.9,3.9,49.0,4.37,5.0,0.45,320.0,487.0,65.7,5074.0,1738.0,173.0,240.0,72.1,112.0,153.0,73.2,23.0,49.0,46.9,1.7,0.3,20.0,35.0,22.0,6.0,61.0,4.0,1.0,0.0,48,12.0,6.0,22.0,617.0,6.0,60.0,232.0,331.0,54.0,43.6,307.0,1769.0,629.0,27.0,16.0,12.0,448.0,134.0,59.0,62.4,12,76.0,4,5,20.0,0.0,2.24,34.0,4.0,30.0,2.67,-0.07,15.0,9,0.0,14.0,1.0,4.0,40.0,13.0,6,21.0,5.0,0,0,0,11,4,6,0.0,0,45.0,7.0,11.0,38.9
Christy Gavory,FRA,Havre AC,MF,None,Première Ligue - FRA,1998,17,1458,16.2,0,0,0,0,1.5,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,12,2,16.7,0.12,0.0,22.4,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,30.0,1.85,0.0,0.0,432.0,675.0,64.0,7682.0,2917.0,178.0,264.0,67.4,186.0,253.0,73.5,51.0,109.0,46.8,2.0,-1.5,16.0,55.0,13.0,3.0,75.0,17.0,1.0,1.0,29,16.0,1.0,17.0,844.0,24.0,225.0,476.0,152.0,12.0,23.1,208.0,1087.0,454.0,6.0,6.0,1.0,412.0,19.0,86.0,90.0,17,86.0,14,0,0.0,0.0,1.06,16.0,29.0,-13.0,-0.8,1.28,41.0,27,12.0,24.0,5.0,26.0,60.5,24.0,21,62.0,19.0,2,0,0,13,14,0,0.0,0,95.0,7.0,14.0,33.3
Lina Gay,FRA,Dijon FCO,MF,None,Première Ligue - FRA,2007,15,313,3.5,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.13,0.15,0.28,0.13,5,3,60.0,0.86,0.0,16.8,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,9.0,2.6,1.0,0.29,95.0,124.0,76.6,1694.0,565.0,42.0,46.0,91.3,44.0,56.0,78.6,8.0,13.0,61.5,0.3,-0.5,6.0,14.0,2.0,1.0,19.0,1.0,0.0,0.0,4,1.0,3.0,3.0,167.0,5.0,29.0,96.0,42.0,10.0,33.3,46.0,245.0,105.0,4.0,1.0,1.0,78.0,4.0,21.0,19.3,1,59.0,0,14,18.0,2.0,1.6,5.0,5.0,0.0,0.0,0.15,15.0,11,2.0,10.0,3.0,7.0,63.6,4.0,8,23.0,2.0,2,0,0,3,4,0,0.0,0,22.0,4.0,5.0,44.4
Grace Geyoro,FRA,Paris Saint-Germain,MF,None,Première Ligue - FRA,1997,15,1234,13.7,5,3,8,5,1.3,0.36,0.22,0.58,0.36,0.16,0.1,0.26,0.16,16,9,56.3,0.66,0.31,15.5,0.0,0,0,2.2,2.2,0.14,2.8,2.8,44.0,3.21,6.0,0.44,546.0,658.0,83.0,8791.0,2403.0,273.0,311.0,87.8,232.0,272.0,85.3,30.0,50.0,60.0,2.7,1.7,19.0,55.0,20.0,2.0,85.0,10.0,5.0,0.0,25,10.0,3.0,8.0,772.0,16.0,91.0,352.0,340.0,49.0,29.6,365.0,1982.0,764.0,22.0,18.0,7.0,588.0,93.0,82.0,76.2,14,87.0,11,1,22.0,0.0,2.33,29.0,9.0,20.0,1.46,-0.59,13.0,11,4.0,6.0,3.0,4.0,57.1,11.0,13,26.0,3.0,0,0,0,15,10,2,0.0,0,67.0,6.0,3.0,66.7
Maryne Gignoux-Soulier,FRA,AS Saint Etienne,GK,None,Première Ligue - FRA,1996,18,1620,18.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,702.0,63.7,12732.0,10013.0,63.0,63.0,100.0,212.0,230.0,92.2,170.0,401.0,42.4,0.0,0.0,0.0,8.0,0.0,0.0,0.0,69.0,0.0,1.0,0,0.0,4.0,0.0,753.0,639.0,750.0,4.0,0.0,0.0,100.0,320.0,1593.0,819.0,0.0,0.0,0.0,300.0,1.0,90.0,100.0,18,90.0,18,0,0.0,0.0,0.89,13.0,51.0,-38.0,-2.11,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.0,0,0,0,1,5,0,0.0,0,22.0,2.0,2.0,50.0
Vanessa Gilles,CAN,Olympique Lyonnais,DF,None,Première Ligue - FRA,1996,16,1297,14.4,6,1,7,6,0.3,0.42,0.07,0.49,0.42,0.24,0.02,0.26,0.24,24,10,41.7,0.69,0.25,9.7,0.0,0,0,3.5,3.5,0.14,2.5,2.5,23.0,1.6,5.0,0.35,1016.0,1128.0,90.1,21805.0,9891.0,254.0,279.0,91.0,608.0,650.0,93.5,152.0,187.0,81.3,1.8,0.7,5.0,126.0,6.0,1.0,112.0,16.0,1.0,3.0,2,1.0,5.0,0.0,1225.0,63.0,461.0,686.0,81.0,30.0,50.0,617.0,3670.0,1772.0,6.0,6.0,0.0,910.0,3.0,81.0,80.1,15,83.0,11,1,45.0,0.0,2.88,55.0,4.0,51.0,3.54,-0.3,16.0,14,11.0,4.0,1.0,11.0,78.6,5.0,13,29.0,34.0,1,0,0,2,7,0,0.0,0,81.0,22.0,4.0,84.6
Lena Goetsch,FRA,Dijon FCO,DF,None,Première Ligue - FRA,1999,18,1614,17.9,0,2,2,0,2.2,0.0,0.11,0.11,0.0,0.01,0.12,0.14,0.01,4,2,50.0,0.11,0.0,15.9,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,40.0,2.23,3.0,0.17,717.0,957.0,74.9,12573.0,6190.0,306.0,370.0,82.7,351.0,448.0,78.3,54.0,109.0,49.5,1.9,-0.2,16.0,64.0,16.0,10.0,82.0,17.0,2.0,2.0,40,0.0,1.0,15.0,1156.0,61.0,447.0,520.0,206.0,9.0,50.0,425.0,2791.0,1659.0,44.0,17.0,4.0,553.0,37.0,90.0,99.6,18,90.0,17,0,0.0,0.0,1.83,30.0,24.0,6.0,0.33,4.6,53.0,39,24.0,25.0,4.0,26.0,81.3,29.0,32,85.0,46.0,1,0,0,16,12,2,0.0,0,107.0,9.0,11.0,45.0
Mélissa Gomes,POR,Stade de Reims,FW,None,Première Ligue - FRA,1994,15,457,5.1,1,0,1,1,0.0,0.2,0.0,0.2,0.2,0.15,0.0,0.15,0.15,17,7,41.2,1.38,0.06,19.4,0.0,0,0,0.8,0.8,0.04,0.2,0.2,6.0,1.19,1.0,0.2,78.0,138.0,56.5,1307.0,284.0,38.0,55.0,69.1,28.0,49.0,57.1,7.0,16.0,43.8,0.1,0.0,1.0,6.0,1.0,0.0,9.0,1.0,1.0,0.0,6,0.0,3.0,6.0,215.0,4.0,22.0,112.0,83.0,15.0,33.3,98.0,606.0,125.0,4.0,4.0,2.0,152.0,26.0,30.0,28.2,5,71.0,0,10,10.0,3.0,0.47,4.0,14.0,-10.0,-1.97,-0.6,2.0,1,0.0,2.0,0.0,1.0,33.3,3.0,6,8.0,4.0,0,0,0,5,9,1,0.0,0,13.0,8.0,9.0,47.1
Ornella Graziani,FRA,Paris Saint-Germain,MF,None,Première Ligue - FRA,2007,1,12,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.7,0,0.0,0,1,12.0,0.0,3.0,1.0,1.0,0.0,0.0,-1.82,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
Théa Greboval,FRA,Paris FC,DF,None,Première Ligue - FRA,1997,15,1199,13.3,1,2,3,1,1.0,0.08,0.15,0.23,0.08,0.14,0.08,0.22,0.14,12,6,50.0,0.45,0.08,12.1,1.0,0,0,1.9,1.9,0.16,-0.9,-0.9,18.0,1.35,1.0,0.08,769.0,961.0,80.0,16732.0,7877.0,209.0,240.0,87.1,421.0,478.0,88.1,138.0,226.0,61.1,0.6,1.0,10.0,98.0,4.0,1.0,86.0,20.0,1.0,11.0,5,1.0,3.0,11.0,1050.0,76.0,466.0,537.0,47.0,14.0,33.3,554.0,3024.0,1770.0,11.0,4.0,0.0,724.0,7.0,80.0,74.0,14,85.0,12,1,14.0,0.0,2.27,39.0,8.0,31.0,2.33,-0.02,9.0,5,4.0,5.0,0.0,6.0,66.7,13.0,4,13.0,31.0,2,0,0,11,7,0,0.0,0,70.0,21.0,9.0,70.0
Małgorzata Grec,POL,Dijon FCO,DF,None,Première Ligue - FRA,1999,14,1034,11.5,1,0,1,1,0.3,0.09,0.0,0.09,0.09,0.03,0.03,0.06,0.03,4,1,25.0,0.09,0.25,11.4,0.0,0,0,0.4,0.4,0.09,0.6,0.6,7.0,0.61,1.0,0.09,323.0,463.0,69.8,6526.0,2779.0,94.0,115.0,81.7,191.0,243.0,78.6,36.0,95.0,37.9,0.3,-0.3,5.0,18.0,3.0,1.0,21.0,21.0,0.0,1.0,1,0.0,2.0,1.0,570.0,82.0,375.0,178.0,19.0,8.0,0.0,213.0,1149.0,625.0,1.0,1.0,0.0,305.0,2.0,74.0,63.8,12,84.0,11,2,15.0,1.0,2.0,18.0,21.0,-3.0,-0.26,-0.76,8.0,6,7.0,0.0,1.0,5.0,45.5,4.0,20,28.0,60.0,2,0,0,9,4,2,0.0,0,48.0,7.0,8.0,46.7
Jackie Groenen,NED,Paris Saint-Germain,MF,FW,Première Ligue - FRA,1994,16,1225,13.6,0,1,1,0,1.1,0.0,0.07,0.07,0.0,0.02,0.08,0.1,0.02,9,1,11.1,0.07,0.0,25.0,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,32.0,2.35,5.0,0.37,681.0,772.0,88.2,12097.0,2971.0,271.0,301.0,90.0,350.0,374.0,93.6,51.0,78.0,65.4,1.8,-0.1,15.0,77.0,11.0,0.0,74.0,17.0,3.0,1.0,6,1.0,5.0,4.0,865.0,13.0,172.0,545.0,154.0,11.0,62.5,380.0,1623.0,490.0,5.0,4.0,1.0,603.0,19.0,77.0,75.6,13,88.0,11,3,28.0,0.0,2.25,28.0,9.0,19.0,1.4,-0.49,27.0,18,9.0,14.0,4.0,14.0,46.7,13.0,10,37.0,10.0,1,0,0,7,5,0,0.0,0,88.0,2.0,4.0,33.3
Lola Gstalter,FRA,Montpellier HSC,FW,MF,Première Ligue - FRA,2005,17,730,8.1,1,1,2,1,1.1,0.12,0.12,0.25,0.12,0.12,0.13,0.25,0.12,8,4,50.0,0.49,0.13,16.6,1.0,0,0,1.0,1.0,0.12,0.0,0.0,20.0,2.47,1.0,0.12,174.0,277.0,62.8,2792.0,1356.0,90.0,128.0,70.3,62.0,101.0,61.4,14.0,32.0,43.8,0.7,-0.1,10.0,13.0,8.0,4.0,19.0,2.0,0.0,0.0,17,2.0,0.0,7.0,380.0,10.0,72.0,170.0,139.0,16.0,21.1,151.0,864.0,331.0,9.0,4.0,3.0,214.0,63.0,43.0,45.1,8,71.0,1,9,18.0,0.0,1.35,9.0,13.0,-4.0,-0.49,0.03,19.0,13,7.0,10.0,2.0,11.0,50.0,9.0,7,26.0,10.0,3,0,0,9,15,2,0.0,0,25.0,9.0,2.0,81.8
Sofia Guellati,ALG,EA Guingamp,DF,None,Première Ligue - FRA,1992,12,759,8.4,1,0,1,1,0.0,0.12,0.0,0.12,0.12,0.08,0.01,0.09,0.08,4,2,50.0,0.24,0.25,15.1,0.0,0,0,0.7,0.7,0.18,0.3,0.3,5.0,0.59,0.0,0.0,344.0,450.0,76.4,7265.0,3647.0,94.0,116.0,81.0,193.0,229.0,84.3,56.0,100.0,56.0,0.1,0.0,2.0,24.0,3.0,1.0,28.0,23.0,0.0,2.0,3,0.0,0.0,2.0,551.0,112.0,370.0,164.0,20.0,4.0,50.0,238.0,1105.0,562.0,2.0,1.0,0.0,337.0,2.0,63.0,46.9,9,76.0,7,3,24.0,2.0,0.0,4.0,43.0,-39.0,-4.62,-0.93,19.0,15,16.0,3.0,0.0,9.0,75.0,16.0,13,32.0,38.0,2,2,0,8,6,0,0.0,2,36.0,5.0,7.0,41.7
Mia Gyau,USA,Stade de Reims,DF,None,Première Ligue - FRA,1998,13,912,10.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.69,1.0,0.1,282.0,381.0,74.0,4881.0,2287.0,112.0,143.0,78.3,154.0,192.0,80.2,13.0,35.0,37.1,0.1,0.0,2.0,23.0,0.0,0.0,23.0,7.0,0.0,0.0,0,0.0,0.0,9.0,457.0,30.0,203.0,200.0,60.0,0.0,55.6,154.0,1109.0,512.0,8.0,5.0,0.0,175.0,6.0,70.0,56.3,9,90.0,9,4,26.0,0.0,0.85,16.0,20.0,-4.0,-0.39,0.95,26.0,21,14.0,11.0,1.0,8.0,66.7,7.0,12,38.0,17.0,3,0,0,5,6,0,0.0,0,46.0,4.0,6.0,40.0
Marion Haelewyn,FRA,Stade de Reims,DF,None,Première Ligue - FRA,2004,2,61,0.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,25.0,36.0,69.4,543.0,286.0,5.0,8.0,62.5,14.0,20.0,70.0,5.0,6.0,83.3,0.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,1,0.0,0.0,1.0,41.0,6.0,27.0,9.0,5.0,0.0,0.0,11.0,90.0,49.0,1.0,1.0,0.0,24.0,2.0,31.0,3.8,1,45.0,0,1,16.0,2.0,1.0,0.0,0.0,0.0,0.0,1.58,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0,0,0,0,0,0,0.0,0,1.0,1.0,0.0,100.0
Laurine Hannequin,FRA,RC Strasbourg Alsace,MF,FW,Première Ligue - FRA,2003,18,1316,14.6,3,2,5,3,1.9,0.21,0.14,0.34,0.21,0.15,0.13,0.28,0.15,19,11,57.9,0.75,0.16,17.7,2.0,0,0,2.2,2.2,0.12,0.8,0.8,30.0,2.05,4.0,0.27,333.0,474.0,70.3,5712.0,1112.0,144.0,187.0,77.0,142.0,178.0,79.8,33.0,74.0,44.6,1.5,0.1,15.0,18.0,12.0,2.0,35.0,11.0,1.0,0.0,36,21.0,4.0,12.0,618.0,17.0,120.0,332.0,174.0,19.0,44.4,328.0,1722.0,611.0,10.0,13.0,1.0,403.0,74.0,73.0,81.2,16,77.0,3,2,39.0,0.0,0.5,11.0,28.0,-17.0,-1.16,0.22,19.0,16,5.0,14.0,0.0,9.0,60.0,9.0,13,32.0,15.0,0,0,0,4,10,4,0.0,1,81.0,8.0,12.0,40.0
Ada Hegerberg,NOR,Olympique Lyonnais,FW,MF,Première Ligue - FRA,1995,12,379,4.2,4,0,4,4,0.3,0.95,0.0,0.95,0.95,0.88,0.06,0.94,0.88,24,9,37.5,2.14,0.17,11.5,0.0,0,0,3.7,3.7,0.15,0.3,0.3,10.0,2.37,0.0,0.0,105.0,145.0,72.4,1424.0,310.0,58.0,76.0,76.3,28.0,36.0,77.8,5.0,6.0,83.3,0.4,-0.3,4.0,13.0,3.0,1.0,13.0,1.0,0.0,0.0,5,0.0,3.0,6.0,195.0,3.0,10.0,74.0,112.0,40.0,40.0,96.0,454.0,119.0,3.0,2.0,4.0,159.0,34.0,32.0,23.4,2,90.0,2,10,20.0,1.0,2.83,18.0,1.0,17.0,4.04,-0.36,6.0,5,2.0,2.0,2.0,4.0,80.0,2.0,0,6.0,1.0,0,0,0,5,3,4,0.0,0,11.0,5.0,3.0,62.5
Manon Heil,FRA,Stade de Reims,GK,None,Première Ligue - FRA,1997,2,180,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,67.0,49.3,1089.0,820.0,4.0,4.0,100.0,11.0,12.0,91.7,18.0,51.0,35.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0.0,75.0,71.0,75.0,0.0,0.0,0.0,0.0,31.0,161.0,91.0,0.0,0.0,0.0,15.0,0.0,90.0,11.1,2,90.0,2,0,0.0,2.0,0.0,1.0,9.0,-8.0,-4.0,-0.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0
Fanny Hoarau,FRA,RC Strasbourg Alsace,DF,MF,Première Ligue - FRA,1994,14,960,10.7,0,1,1,0,1.0,0.0,0.09,0.09,0.0,0.03,0.1,0.12,0.03,6,0,0.0,0.0,0.0,16.3,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,15.0,1.41,3.0,0.28,423.0,637.0,66.4,7169.0,3380.0,194.0,250.0,77.6,187.0,279.0,67.0,32.0,69.0,46.4,0.5,0.0,7.0,32.0,8.0,6.0,36.0,5.0,0.0,1.0,28,0.0,1.0,24.0,752.0,32.0,293.0,320.0,147.0,11.0,38.1,315.0,1714.0,801.0,23.0,11.0,3.0,413.0,46.0,69.0,59.3,12,76.0,3,2,25.0,1.0,0.43,10.0,20.0,-10.0,-0.94,1.02,23.0,14,12.0,9.0,2.0,15.0,71.4,13.0,6,29.0,22.0,0,0,0,15,7,2,0.0,0,44.0,10.0,4.0,71.4
Mégane Hoeltzel,FRA,RC Strasbourg Alsace,MF,FW,Première Ligue - FRA,2003,15,820,9.1,1,1,2,1,0.3,0.11,0.11,0.22,0.11,0.05,0.03,0.08,0.05,10,3,30.0,0.33,0.1,26.0,0.0,0,0,0.4,0.4,0.04,0.6,0.6,8.0,0.88,2.0,0.22,244.0,340.0,71.8,4494.0,1246.0,93.0,119.0,78.2,111.0,144.0,77.1,33.0,55.0,60.0,0.2,0.7,5.0,23.0,0.0,0.0,26.0,4.0,2.0,0.0,6,0.0,3.0,8.0,444.0,25.0,156.0,236.0,56.0,3.0,57.1,152.0,611.0,183.0,2.0,2.0,1.0,232.0,8.0,55.0,50.6,9,80.0,2,6,17.0,0.0,0.53,5.0,16.0,-11.0,-1.21,-0.76,34.0,22,21.0,11.0,2.0,13.0,68.4,9.0,10,44.0,19.0,0,0,0,9,4,0,0.0,0,41.0,6.0,12.0,33.3
